Match: Qualification 45
Event: 2026ncpem
Field Time: 26/3/28 22:45:13
DS Version: FRC Driver Station - Version 26.0
Replay: 1
The Blue Alliance: https://www.thebluealliance.com/match/2026ncpem_qm45

Log Files:
  [1] 2026_03_28 18_44_40 Sat (Q45_1_)

Events:
  [1] 000.000  FMS Connected
  [1] 001.484  ERROR (44002): Ping Results:  link-bad,  DS radio(.4)-GOOD,  robot radio(.1)-bad,  roboRIO(.2)-bad,  FMS-GOOD FRC: Driver Station ping status has changed.
  [1] 193.016  Code Start Notification
  [1] 193.017  Code Start Notification (repeated 1x)
  [1] 193.153  ERROR (44002): Ping Results:  link-bad,  DS radio(.4)-GOOD,  robot radio(.1)-GOOD,  roboRIO(.2)-GOOD,  FMS-GOOD FRC: Driver Station ping status has changed.
  [1] 193.354  WARNING (44007): FRC: Time since robot boot
  [1] 193.354  [phoenix] Signal Logger Started (Network: rio)
  [1] 193.354  [phoenix] Signal Logger Started (Network: EA381A4E394C4853202020500F0F18FF)
  [1] 193.354  WARNING (2): [Spark Max] IDs: 43, timed out while waiting for Period Status 2: HAL: CAN Receive has Timed Out
  [1] 193.354  Warning at com.revrobotics.spark.SparkMax.<init>(SparkMax.java:80): CANSparkMax object created for CAN ID 43, which is not a SPARK MAX. Some functionalities may not work.
  [1] 193.354  INFO (1): CANSparkMax object created for CAN ID 43, which is not a SPARK MAX. Some functionalities may not work.
  [1] 193.354  WARNING (5): [Spark Max] IDs: 43, Unable to retrieve SPARK firmware version. Please verify the deviceID field matches the configured CAN ID of the controller, and that the controller is connected to the CAN Bus.
  [1] 193.354  WARNING (2): [Spark Max] IDs: 43, timed out while waiting for Period Status 0: HAL: CAN Receive has Timed Out
  [1] 193.354  Error at org.littletonrobotics.junction.wpilog.WPILOGWriter.start(WPILOGWriter.java:149): [AdvantageKit] Failed to open output log file.
  [1] 193.354  WARNING (1): [AdvantageKit] Failed to open output log file.
  [1] 193.554  ERROR (44004): FRC: The Driver Station has lost communication with the robot.
