Match: Qualification 49
Event: NCCMP
Field Time: 26/4/11 17:13:22
DS Version: FRC Driver Station - Version 26.0
Replay: 1
The Blue Alliance: https://www.thebluealliance.com/match/NCCMP_qm49

Log Files:
  [1] 2026_04_11 13_13_21 Sat (Q49_1_)

Joysticks:
  0: Controller (Xbox One For Windows) - 6 axes, 16 buttons, 1 POV
  1: Controller (Gamepad F310) - 6 axes, 10 buttons, 1 POV
  2: Controller (Gamepad F310) - 6 axes, 10 buttons, 1 POV
  3: Logitech Dual Action - 0 axes, 0 buttons, 0 POV
  4: Logitech Extreme 3D - 0 axes, 0 buttons, 0 POV

Telemetry:
  Voltage: 9.67 - 13.43 V
  CPU: 44 - 77%
  CAN Utilization: 0 - 58%
  Trip Time: 1.5 - 12.0 ms
  Packet Loss: 0 - 36%

Events:
  [1] 000.000  FMS Connected
  [1] 001.626  ERROR (44002): Ping Results:  link-bad,  DS radio(.4)-GOOD,  robot radio(.1)-bad,  roboRIO(.2)-bad,  FMS-GOOD FRC: Driver Station ping status has changed.
  [1] 162.186  Code Start Notification
  [1] 162.187  Code Start Notification (repeated 1x)
  [1] 162.220  ***** Transition: Disabled
  [1] 162.387  ERROR (44003): FRC: No robot code is currently running.
  [1] 162.400  ***** Transition: Disconnected
  [1] 162.588  ERROR (44004): FRC: The Driver Station has lost communication with the robot.
  [1] 162.849  [phoenix] Signal Logger Started (Network: rio)
  [1] 162.849  [phoenix] Signal Logger Started (Network: EA381A4E394C4853202020500F0F18FF)
  [1] 162.849  [phoenix] Signal Logger: Available disk space (78 MB) is low; at 50 MB, old hoot logs will be deleted. Use Tuner X to download and delete hoot logs.
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  Warning at edu.wpi.first.wpilibj.IterativeRobotBase.printLoopOverrunMessage(IterativeRobotBase.java:436): Loop time of 0.02s overrun
  [1] 162.849  INFO (1): Loop time of 0.02s overrun
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  WARNING (2): [Spark Max] IDs: 31, timed out while waiting for Period Status 2: HAL: CAN Receive has Timed Out
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  Warning at edu.wpi.first.wpilibj.IterativeRobotBase.printLoopOverrunMessage(IterativeRobotBase.java:436): Loop time of 0.02s overrun
  [1] 162.849  INFO (1): Loop time of 0.02s overrun
  [1] 162.849  Warning at edu.wpi.first.wpilibj.DriverStation.reportJoystickUnpluggedWarning(DriverStation.java:1345): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  INFO (1): Joystick POV 0 on port 0 not available, check if controller is plugged in
  [1] 162.849  Warning at edu.wpi.first.wpilibj.Tracer.lambda$printEpochs$0(Tracer.java:62): 	Turret.periodic(): 0.000112s
  [1] 162.849  WARNING (2): [Spark Flex] IDs: 20, [Spark Max] IDs: 50, timed out while waiting for Period Status 2: HAL: CAN Receive has Timed Out
